container_id,arrival_time,flow_type,teu_size,crane_start,crane_end,yard_entry_time,pickup_request_time,scanner_queue_len_at_pickup,loader_queue_len_at_pickup,yard_exit_time,yard_to_scan_queue_enter,yard_to_scan_start,occupancy_at_yard_to_scan,yard_to_scan_end,scan_queue_enter,scan_start,scan_end,ready_time,gate_in_queue_enter,gate_in_start,gate_in_end,pickup_time,yard_to_truck_queue_enter,yard_to_truck_start,yard_to_truck_end,occupancy_at_yard_to_truck,loading_queue_enter,loading_start,loading_end,gate_queue_enter,gate_start,gate_out_exit_time,exit_time,total_time,yard_dwell,dwell_terminal,scan_wait,yard_to_scan_wait,yard_to_truck_wait,ready_to_pickup_wait,loading_wait,gate_wait,pre_pickup_wait,yard_equipment_wait,dwell_terminal_days,pre_pickup_wait_hours
S0,0.32270636034175654,IMPORT,2,0.32270636034175654,2.3227063603417566,2.3227063603417566,29.067039502527265,0.0,0.0,29.067039502527265,29.067039502527265,29.067039502527265,0.04,31.976682225064224,31.976682225064224,31.976682225064224,36.97668222506422,36.97668222506422,31.37811954107074,31.37811954107074,32.49825186598055,36.97668222506422,36.97668222506422,36.97668222506422,39.33356487659608,0.052,39.33356487659608,39.33356487659608,51.35023440792534,51.35023440792534,51.35023440792534,52.435533735322096,52.435533735322096,52.11282737498034,26.74433314218551,50.11282737498034,0.0,0.0,0.0,0.0,0.0,0.0,26.74433314218551,0.0,0.03480057456595857,0.44573888570309184
E1,10.31436165666159,EXPORT,2,,,11.386381625772298,40.14773160081458,,,40.14773160081458,,,,,,,,,10.31436165666159,10.31436165666159,11.386381625772298,,40.14773160081458,40.14773160081458,42.9997055814385,0.044,42.9997055814385,42.9997055814385,55.274187938798654,,,,55.274187938798654,44.959826282137065,28.761349975042283,43.88780631302636,,,0.0,,0.0,,28.761349975042283,0.0,0.030477643272934972,0.4793558329173714
E2,13.689408625777563,EXPORT,2,,,14.675818155188633,48.89332459833874,,,48.89332459833874,,,,,,,,,13.689408625777563,13.689408625777563,14.675818155188633,,48.89332459833874,48.89332459833874,51.434769990317236,0.044,51.434769990317236,51.434769990317236,62.67996671651402,,,,62.67996671651402,48.99055809073646,34.2175064431501,48.004148561325394,,,0.0,,0.0,,34.2175064431501,0.0,0.03333621427869819,0.5702917740525016
S5,46.40508780983893,TRANSSHIP,2,46.40508780983893,48.40508780983893,48.40508780983893,59.272987415908474,0.0,0.0,59.272987415908474,,,,,,,,,,,,,59.272987415908474,59.272987415908474,62.60640396020223,0.056,62.60640396020223,62.60640396020223,70.67083304196633,,,,70.67083304196633,24.2657452321274,10.867899606069543,22.2657452321274,,,0.0,,0.0,,10.867899606069543,0.0,0.01546232307786625,0.18113166010115905
E0,1.0946866243679587,EXPORT,1,,,2.394102013384849,55.77374147628038,,,55.77374147628038,,,,,,,,,1.0946866243679587,1.0946866243679587,2.394102013384849,,55.77374147628038,55.77374147628038,59.73747177579086,0.052,59.73747177579086,59.73747177579086,71.74406878119429,,,,71.74406878119429,70.64938215682633,53.379639462895526,69.34996676780943,,,0.0,,0.0,,53.379639462895526,0.0,0.048159699144312104,0.8896606577149254
S2,28.359085604883504,TRANSSHIP,1,28.359085604883504,30.359085604883504,30.359085604883504,60.90058464811184,0.0,0.0,60.90058464811184,,,,,,,,,,,,,60.90058464811184,60.90058464811184,63.55973814914662,0.056,63.55973814914662,63.55973814914662,74.63107415587257,,,,74.63107415587257,46.271988550989064,30.541499043228335,44.271988550989064,,,0.0,,0.0,,30.541499043228335,0.0,0.030744436493742405,0.5090249840538056
S3,30.883735275465227,TRANSSHIP,1,30.883735275465227,32.88373527546523,32.88373527546523,65.65080056157521,0.0,0.0,65.65080056157521,,,,,,,,,,,,,65.65080056157521,65.65080056157521,69.38379212674715,0.056,69.38379212674715,70.67083304196633,83.49321764771543,,,,83.49321764771543,52.6094823722502,32.76706528610998,50.6094823722502,,,0.0,,1.2870409152191797,,32.76706528610998,0.0,0.03514547386961819,0.5461177547684997
S12,71.22536289053978,TRANSSHIP,1,71.22536289053978,73.22536289053978,73.22536289053978,100.66755527644588,2.0,0.0,100.66755527644588,,,,,,,,,,,,,100.66755527644588,100.66755527644588,104.09065258417198,0.092,104.09065258417198,104.09065258417198,113.14349357953371,,,,113.14349357953371,41.91813068899393,27.442192385906097,39.91813068899393,,,0.0,,0.0,,27.442192385906097,0.0,0.027720924089579116,0.45736987309843496
S1,14.210584265513225,IMPORT,2,14.210584265513225,16.210584265513226,16.210584265513226,87.48474275453259,0.0,0.0,87.48474275453259,87.48474275453259,87.48474275453259,0.084,91.12038862618634,91.12038862618634,100.37205084301613,105.37205084301613,105.37205084301613,119.37090836180067,119.37090836180067,120.61112471263371,120.61112471263371,120.61112471263371,120.61112471263371,124.37402509833103,0.104,124.37402509833103,124.37402509833103,136.53399664168026,136.53399664168026,136.53399664168026,137.5597227044258,137.5597227044258,123.34913843891259,71.27415848901936,121.34913843891258,9.251662216829786,0.0,0.0,15.239073869617584,0.0,0.0,71.27415848901936,0.0,0.08427023502702262,1.187902641483656
E3,24.613096578604456,EXPORT,1,,,25.55918096405879,129.34294538357224,,,129.34294538357224,,,,,,,,,24.613096578604456,24.613096578604456,25.55918096405879,,129.34294538357224,129.34294538357224,133.19944431746598,0.108,133.19944431746598,133.19944431746598,146.04831731008866,,,,146.04831731008866,121.43522073148421,103.78376441951346,120.48913634602988,,,0.0,,0.0,,103.78376441951346,0.0,0.08367301135140964,1.729729406991891
