metric,baseline_mean,after_mean,delta_mean,baseline_median,after_median,delta_median,baseline_p90,after_p90,delta_p90,baseline_p95,after_p95,delta_p95
total_time,88.44850020996113,84.34455418342922,-4.103946026531901,67.59523778181405,69.68667380600942,2.0914360241953744,132.51879993597504,128.58778947006996,-3.931010465905075,211.65184146726176,176.21695499750626,-35.4348864697555
scan_wait,4.036367389324623,6.594086489469492,2.55771910014487,1.1153982139078948,6.911631915799127,5.796233701891232,11.393871397081703,13.081777267572692,1.6879058704909884,12.018750418125709,13.466989000935902,1.448238582810193
yard_to_scan_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yard_to_truck_wait,0.0,0.001069743506952456,0.001069743506952456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loading_wait,4.430759340384723,0.8555201114102734,-3.57523922897445,1.6705004713720086,0.0,-1.6705004713720086,13.784998403586583,3.9734908504675843,-9.811507553118998,15.178765887262024,6.675129711752646,-8.503636175509378
gate_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pre_pickup_wait,54.79257235850054,54.428019864438774,-0.36455249406176904,43.200685242754446,43.269408648423266,0.06872340566881974,104.65416891364016,107.60402843505028,2.9498595214101186,110.39410869061953,112.74514521796787,2.3510365273483416
ready_to_pickup_wait,103.55766504624091,72.46965904378095,-31.088006002459963,121.74410233924564,56.53957816506099,-65.20452417418466,171.80637703249613,170.78281805278564,-1.0235589797104865,200.87689819354503,173.03281805278564,-27.844080140759388
yard_equipment_wait,0.0,0.001069743506952456,0.001069743506952456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
